timestamp,traffic_phase,run,event_type,dpid,src,dst,eth_src,eth_dst,ip_proto,dst_port,predicted_label,true_label,inference_ms,control_latency_ms,mitigated,pkt_rate,flow_count_per_dpid,distinct_ports,distinct_targets,distinct_sources,ryu_cpu_percent
2026-09-24T14:57:34.032,normal,1,classify,0000000000000002,10.0.0.15,10.0.0.4,00:00:00:00:00:0f,00:00:00:00:00:04,17,5001,normal,normal,1.8177,,0,0.0,4,1,1,1,3.0
2026-09-24T14:57:34.032,normal,1,classify,0000000000000002,10.0.0.4,10.0.0.15,00:00:00:00:00:04,00:00:00:00:00:0f,17,41385,normal,normal,1.8177,,0,0.0,4,1,1,1,3.0
2026-09-24T14:57:34.032,normal,1,classify,0000000000000002,10.0.0.3,10.0.0.14,00:00:00:00:00:03,00:00:00:00:00:0e,6,5002,normal,normal,1.8177,,0,828.19,4,1,1,1,3.0
2026-09-24T14:57:34.032,normal,1,classify,0000000000000002,10.0.0.14,10.0.0.3,00:00:00:00:00:0e,00:00:00:00:00:03,6,51408,normal,normal,1.8177,,0,413.1,4,1,1,1,3.0
2026-09-24T14:57:34.039,normal,1,classify,0000000000000005,10.0.0.15,10.0.0.4,00:00:00:00:00:0f,00:00:00:00:00:04,17,5001,normal,normal,1.6108,,0,0.0,4,1,1,1,3.0
2026-09-24T14:57:34.039,normal,1,classify,0000000000000005,10.0.0.4,10.0.0.15,00:00:00:00:00:04,00:00:00:00:00:0f,17,41385,normal,normal,1.6108,,0,0.0,4,1,1,1,3.0
2026-09-24T14:57:34.039,normal,1,classify,0000000000000005,10.0.0.14,10.0.0.3,00:00:00:00:00:0e,00:00:00:00:00:03,6,51408,normal,normal,1.6108,,0,416.37,4,1,1,1,3.0
2026-09-24T14:57:34.039,normal,1,classify,0000000000000005,10.0.0.3,10.0.0.14,00:00:00:00:00:03,00:00:00:00:00:0e,6,5002,normal,normal,1.6108,,0,830.73,4,1,1,1,3.0
2026-09-24T14:57:34.046,normal,1,classify,0000000000000001,10.0.0.15,10.0.0.4,00:00:00:00:00:0f,00:00:00:00:00:04,17,5001,normal,normal,1.5495,,0,0.0,4,1,1,1,3.0
2026-09-24T14:57:34.046,normal,1,classify,0000000000000001,10.0.0.4,10.0.0.15,00:00:00:00:00:04,00:00:00:00:00:0f,17,41385,normal,normal,1.5495,,0,0.0,4,1,1,1,3.0
2026-09-24T14:57:34.046,normal,1,classify,0000000000000001,10.0.0.14,10.0.0.3,00:00:00:00:00:0e,00:00:00:00:00:03,6,51408,normal,normal,1.5495,,0,410.15,4,1,1,1,3.0
2026-09-24T14:57:34.046,normal,1,classify,0000000000000001,10.0.0.3,10.0.0.14,00:00:00:00:00:03,00:00:00:00:00:0e,6,5002,normal,normal,1.5495,,0,817.32,4,1,1,1,3.0
2026-09-24T14:57:35.033,normal,1,classify,0000000000000005,10.0.0.15,10.0.0.4,00:00:00:00:00:0f,00:00:00:00:00:04,17,5001,normal,normal,1.7927,,0,0.0,4,1,1,1,2.0
2026-09-24T14:57:35.033,normal,1,classify,0000000000000005,10.0.0.4,10.0.0.15,00:00:00:00:00:04,00:00:00:00:00:0f,17,41385,normal,normal,1.7927,,0,0.0,4,1,1,1,2.0
2026-09-24T14:57:35.033,normal,1,classify,0000000000000005,10.0.0.14,10.0.0.3,00:00:00:00:00:0e,00:00:00:00:00:03,6,51408,normal,normal,1.7927,,0,416.83,4,1,1,1,2.0
2026-09-24T14:57:35.033,normal,1,classify,0000000000000005,10.0.0.3,10.0.0.14,00:00:00:00:00:03,00:00:00:00:00:0e,6,5002,normal,normal,1.7927,,0,832.65,4,1,1,1,2.0
2026-09-24T14:57:35.040,normal,1,classify,0000000000000001,10.0.0.15,10.0.0.4,00:00:00:00:00:0f,00:00:00:00:00:04,17,5001,normal,normal,1.5765,,0,0.0,4,1,1,1,2.0
2026-09-24T14:57:35.040,normal,1,classify,0000000000000001,10.0.0.4,10.0.0.15,00:00:00:00:00:04,00:00:00:00:00:0f,17,41385,normal,normal,1.5765,,0,0.0,4,1,1,1,2.0
2026-09-24T14:57:35.040,normal,1,classify,0000000000000001,10.0.0.14,10.0.0.3,00:00:00:00:00:0e,00:00:00:00:00:03,6,51408,normal,normal,1.5765,,0,416.32,4,1,1,1,2.0
2026-09-24T14:57:35.040,normal,1,classify,0000000000000001,10.0.0.3,10.0.0.14,00:00:00:00:00:03,00:00:00:00:00:0e,6,5002,normal,normal,1.5765,,0,831.64,4,1,1,1,2.0
2026-09-24T14:57:35.047,normal,1,classify,0000000000000002,10.0.0.15,10.0.0.4,00:00:00:00:00:0f,00:00:00:00:00:04,17,5001,normal,normal,1.5299,,0,0.0,4,1,1,1,2.0
2026-09-24T14:57:35.047,normal,1,classify,0000000000000002,10.0.0.4,10.0.0.15,00:00:00:00:00:04,00:00:00:00:00:0f,17,41385,normal,normal,1.5299,,0,0.0,4,1,1,1,2.0
2026-09-24T14:57:35.047,normal,1,classify,0000000000000002,10.0.0.3,10.0.0.14,00:00:00:00:00:03,00:00:00:00:00:0e,6,5002,normal,normal,1.5299,,0,812.87,4,1,1,1,2.0
2026-09-24T14:57:35.047,normal,1,classify,0000000000000002,10.0.0.14,10.0.0.3,00:00:00:00:00:0e,00:00:00:00:00:03,6,51408,normal,normal,1.5299,,0,406.93,4,1,1,1,2.0
2026-09-24T14:57:36.033,normal,1,classify,0000000000000004,10.0.0.11,10.0.0.13,00:00:00:00:00:0b,00:00:00:00:00:0d,1,-1,normal,normal,3.4383,,0,7.58,2,0,1,1,3.0
2026-09-24T14:57:36.033,normal,1,classify,0000000000000004,10.0.0.13,10.0.0.11,00:00:00:00:00:0d,00:00:00:00:00:0b,1,-1,normal,normal,3.4383,,0,7.81,2,0,1,1,3.0
2026-09-24T14:57:36.043,normal,1,classify,0000000000000001,10.0.0.14,10.0.0.3,00:00:00:00:00:0e,00:00:00:00:00:03,6,51408,normal,normal,1.3046,,0,30.97,6,1,1,1,3.0
